tool	rank	metric	sample	value
magnet	class	Purity	RH_S001__insert_270.fq	1.0
magnet	class	F1 score	RH_S001__insert_270.fq	1.0
magnet	class	Jaccard index	RH_S001__insert_270.fq	1.0
magnet	order	True positives	RH_S001__insert_270.fq	2.0
magnet	order	False negatives	RH_S001__insert_270.fq	0.0
magnet	order	False positives	RH_S001__insert_270.fq	0.0
magnet	order	Completeness	RH_S001__insert_270.fq	1.0
magnet	order	Purity	RH_S001__insert_270.fq	1.0
magnet	order	F1 score	RH_S001__insert_270.fq	1.0
magnet	order	Jaccard index	RH_S001__insert_270.fq	1.0
magnet	family	True positives	RH_S001__insert_270.fq	2.0
magnet	family	False negatives	RH_S001__insert_270.fq	0.0
magnet	family	False positives	RH_S001__insert_270.fq	0.0
magnet	family	Completeness	RH_S001__insert_270.fq	1.0
magnet	family	Purity	RH_S001__insert_270.fq	1.0
magnet	family	F1 score	RH_S001__insert_270.fq	1.0
magnet	family	Jaccard index	RH_S001__insert_270.fq	1.0
magnet	genus	True positives	RH_S001__insert_270.fq	2.0
magnet	genus	False negatives	RH_S001__insert_270.fq	0.0
magnet	genus	False positives	RH_S001__insert_270.fq	0.0
magnet	genus	Completeness	RH_S001__insert_270.fq	1.0
magnet	genus	Purity	RH_S001__insert_270.fq	1.0
magnet	genus	F1 score	RH_S001__insert_270.fq	1.0
magnet	genus	Jaccard index	RH_S001__insert_270.fq	1.0
magnet	species	True positives	RH_S001__insert_270.fq	3.0
magnet	species	False negatives	RH_S001__insert_270.fq	0.0
magnet	species	False positives	RH_S001__insert_270.fq	0.0
magnet	species	Completeness	RH_S001__insert_270.fq	1.0
magnet	species	Purity	RH_S001__insert_270.fq	1.0
magnet	species	F1 score	RH_S001__insert_270.fq	1.0
magnet	species	Jaccard index	RH_S001__insert_270.fq	1.0
magnet	strain	True positives	RH_S001__insert_270.fq	3.0
magnet	strain	False negatives	RH_S001__insert_270.fq	0.0
magnet	strain	False positives	RH_S001__insert_270.fq	0.0
magnet	strain	Completeness	RH_S001__insert_270.fq	1.0
magnet	strain	Purity	RH_S001__insert_270.fq	1.0
magnet	strain	F1 score	RH_S001__insert_270.fq	1.0
magnet	strain	Jaccard index	RH_S001__insert_270.fq	1.0
magnet	superkingdom	L1 norm error	RH_S001__insert_270.fq	0.030327399999999987
magnet	phylum	L1 norm error	RH_S001__insert_270.fq	0.0021588999999999927
magnet	class	L1 norm error	RH_S001__insert_270.fq	0.0021588999999999927
magnet	order	L1 norm error	RH_S001__insert_270.fq	0.0021588999999999927
magnet	family	L1 norm error	RH_S001__insert_270.fq	0.0021588999999999927
magnet	genus	L1 norm error	RH_S001__insert_270.fq	0.0021588999999999927
magnet	species	L1 norm error	RH_S001__insert_270.fq	0.030327299999999988
magnet	strain	L1 norm error	RH_S001__insert_270.fq	0.030327299999999988
magnet	na	Weighted UniFrac error	RH_S001__insert_270.fq	0.0016632475571428556
magnet	na	Unweighted UniFrac error	RH_S001__insert_270.fq	0.12980995802032633
magnet	na	Weighted UniFrac (CAMI)	RH_S001__insert_270.fq	0.1907425388405678
magnet	na	Unweighted UniFrac (CAMI)	RH_S001__insert_270.fq	1.0000002837494424
magnet	superkingdom	Sum of abundances	RH_S001__insert_270.fq	0.35242360000000006
magnet	phylum	Sum of abundances	RH_S001__insert_270.fq	0.0691629
magnet	class	Sum of abundances	RH_S001__insert_270.fq	0.0691629
magnet	order	Sum of abundances	RH_S001__insert_270.fq	0.0691629
magnet	family	Sum of abundances	RH_S001__insert_270.fq	0.0691629
magnet	genus	Sum of abundances	RH_S001__insert_270.fq	0.0691629
magnet	species	Sum of abundances	RH_S001__insert_270.fq	0.3524237
magnet	strain	Sum of abundances	RH_S001__insert_270.fq	0.3524237
magnet	superkingdom	Taxon counts	RH_S001__insert_270.fq	2.0
magnet	phylum	Taxon counts	RH_S001__insert_270.fq	2.0
magnet	class	Taxon counts	RH_S001__insert_270.fq	2.0
magnet	order	Taxon counts	RH_S001__insert_270.fq	2.0
magnet	family	Taxon counts	RH_S001__insert_270.fq	2.0
magnet	genus	Taxon counts	RH_S001__insert_270.fq	2.0
magnet	species	Taxon counts	RH_S001__insert_270.fq	3.0
magnet	strain	Taxon counts	RH_S001__insert_270.fq	3.0
qgram	superkingdom	Bray-Curtis distance	RH_S001__insert_270.fq	0.4251479971835947
qgram	phylum	Bray-Curtis distance	RH_S001__insert_270.fq	0.39573813544893605
qgram	class	Bray-Curtis distance	RH_S001__insert_270.fq	0.39573813544893605
qgram	order	Bray-Curtis distance	RH_S001__insert_270.fq	0.39573813544893605
qgram	family	Bray-Curtis distance	RH_S001__insert_270.fq	0.39573813544893605
qgram	genus	Bray-Curtis distance	RH_S001__insert_270.fq	0.39573813544893605
qgram	species	Bray-Curtis distance	RH_S001__insert_270.fq	0.4251477318614354
qgram	strain	Bray-Curtis distance	RH_S001__insert_270.fq	0.4251477318614354
qgram	superkingdom	Shannon diversity	RH_S001__insert_270.fq	0.36569654942409663
qgram	superkingdom	Shannon equitability	RH_S001__insert_270.fq	0.5275885983243499
qgram	phylum	Shannon diversity	RH_S001__insert_270.fq	0.1097694827310103
qgram	phylum	Shannon equitability	RH_S001__insert_270.fq	0.15836388837697526
qgram	class	Shannon diversity	RH_S001__insert_270.fq	0.1097694827310103
qgram	class	Shannon equitability	RH_S001__insert_270.fq	0.15836388837697526
qgram	order	Shannon diversity	RH_S001__insert_270.fq	0.1097694827310103
qgram	order	Shannon equitability	RH_S001__insert_270.fq	0.15836388837697526
qgram	family	Shannon diversity	RH_S001__insert_270.fq	0.1097694827310103
qgram	family	Shannon equitability	RH_S001__insert_270.fq	0.15836388837697526
qgram	genus	Shannon diversity	RH_S001__insert_270.fq	0.1097694827310103
qgram	genus	Shannon equitability	RH_S001__insert_270.fq	0.15836388837697526
qgram	species	Shannon diversity	RH_S001__insert_270.fq	0.3680825007905591
qgram	species	Shannon equitability	RH_S001__insert_270.fq	0.33504313085447074
qgram	strain	Shannon diversity	RH_S001__insert_270.fq	0.3680825007905591
qgram	strain	Shannon equitability	RH_S001__insert_270.fq	0.33504313085447074
qgram	superkingdom	True positives	RH_S001__insert_270.fq	2.0
qgram	superkingdom	False negatives	RH_S001__insert_270.fq	0.0
qgram	superkingdom	False positives	RH_S001__insert_270.fq	0.0
qgram	superkingdom	Completeness	RH_S001__insert_270.fq	1.0
qgram	superkingdom	Purity	RH_S001__insert_270.fq	1.0
qgram	superkingdom	F1 score	RH_S001__insert_270.fq	1.0
qgram	superkingdom	Jaccard index	RH_S001__insert_270.fq	1.0
qgram	phylum	True positives	RH_S001__insert_270.fq	2.0
qgram	phylum	False negatives	RH_S001__insert_270.fq	0.0
qgram	phylum	False positives	RH_S001__insert_270.fq	0.0
qgram	phylum	Completeness	RH_S001__insert_270.fq	1.0
qgram	phylum	Purity	RH_S001__insert_270.fq	1.0
qgram	phylum	F1 score	RH_S001__insert_270.fq	1.0
qgram	phylum	Jaccard index	RH_S001__insert_270.fq	1.0
qgram	class	True positives	RH_S001__insert_270.fq	2.0
qgram	class	False negatives	RH_S001__insert_270.fq	0.0
qgram	class	False positives	RH_S001__insert_270.fq	0.0
qgram	class	Completeness	RH_S001__insert_270.fq	1.0
qgram	class	Purity	RH_S001__insert_270.fq	1.0
qgram	class	F1 score	RH_S001__insert_270.fq	1.0
qgram	class	Jaccard index	RH_S001__insert_270.fq	1.0
qgram	order	True positives	RH_S001__insert_270.fq	2.0
qgram	order	False negatives	RH_S001__insert_270.fq	0.0
qgram	order	False positives	RH_S001__insert_270.fq	0.0
qgram	order	Completeness	RH_S001__insert_270.fq	1.0
qgram	order	Purity	RH_S001__insert_270.fq	1.0
qgram	order	F1 score	RH_S001__insert_270.fq	1.0
qgram	order	Jaccard index	RH_S001__insert_270.fq	1.0
qgram	family	True positives	RH_S001__insert_270.fq	2.0
qgram	family	False negatives	RH_S001__insert_270.fq	0.0
qgram	family	False positives	RH_S001__insert_270.fq	0.0
qgram	family	Completeness	RH_S001__insert_270.fq	1.0
qgram	family	Purity	RH_S001__insert_270.fq	1.0
qgram	family	F1 score	RH_S001__insert_270.fq	1.0
qgram	family	Jaccard index	RH_S001__insert_270.fq	1.0
qgram	genus	True positives	RH_S001__insert_270.fq	2.0
qgram	genus	False negatives	RH_S001__insert_270.fq	0.0
qgram	genus	False positives	RH_S001__insert_270.fq	0.0
qgram	genus	Completeness	RH_S001__insert_270.fq	1.0
qgram	genus	Purity	RH_S001__insert_270.fq	1.0
qgram	genus	F1 score	RH_S001__insert_270.fq	1.0
qgram	genus	Jaccard index	RH_S001__insert_270.fq	1.0
qgram	species	True positives	RH_S001__insert_270.fq	3.0
qgram	species	False negatives	RH_S001__insert_270.fq	0.0
qgram	species	False positives	RH_S001__insert_270.fq	0.0
qgram	species	Completeness	RH_S001__insert_270.fq	1.0
qgram	species	Purity	RH_S001__insert_270.fq	1.0
qgram	species	F1 score	RH_S001__insert_270.fq	1.0
qgram	species	Jaccard index	RH_S001__insert_270.fq	1.0
qgram	strain	True positives	RH_S001__insert_270.fq	3.0
qgram	strain	False negatives	RH_S001__insert_270.fq	0.0
qgram	strain	False positives	RH_S001__insert_270.fq	0.0
qgram	strain	Completeness	RH_S001__insert_270.fq	1.0
qgram	strain	Purity	RH_S001__insert_270.fq	1.0
qgram	strain	F1 score	RH_S001__insert_270.fq	1.0
qgram	strain	Jaccard index	RH_S001__insert_270.fq	1.0
qgram	superkingdom	L1 norm error	RH_S001__insert_270.fq	0.2283634
qgram	phylum	L1 norm error	RH_S001__insert_270.fq	0.0404442
qgram	class	L1 norm error	RH_S001__insert_270.fq	0.0404442
qgram	order	L1 norm error	RH_S001__insert_270.fq	0.0404442
qgram	family	L1 norm error	RH_S001__insert_270.fq	0.0404442
qgram	genus	L1 norm error	RH_S001__insert_270.fq	0.0404442
qgram	species	L1 norm error	RH_S001__insert_270.fq	0.2283633
qgram	strain	L1 norm error	RH_S001__insert_270.fq	0.2283633
qgram	na	Weighted UniFrac error	RH_S001__insert_270.fq	0.013927049242857143
qgram	na	Unweighted UniFrac error	RH_S001__insert_270.fq	0.12981000526736933
qgram	na	Weighted UniFrac (CAMI)	RH_S001__insert_270.fq	0.218563353405779
qgram	na	Unweighted UniFrac (CAMI)	RH_S001__insert_270.fq	1.0000006477204129
qgram	superkingdom	Sum of abundances	RH_S001__insert_270.fq	0.1543876
qgram	phylum	Sum of abundances	RH_S001__insert_270.fq	0.030877599999999998
qgram	class	Sum of abundances	RH_S001__insert_270.fq	0.030877599999999998
qgram	order	Sum of abundances	RH_S001__insert_270.fq	0.030877599999999998
qgram	family	Sum of abundances	RH_S001__insert_270.fq	0.030877599999999998
qgram	genus	Sum of abundances	RH_S001__insert_270.fq	0.030877599999999998
qgram	species	Sum of abundances	RH_S001__insert_270.fq	0.1543877
qgram	strain	Sum of abundances	RH_S001__insert_270.fq	0.1543877
qgram	superkingdom	Taxon counts	RH_S001__insert_270.fq	2.0
qgram	phylum	Taxon counts	RH_S001__insert_270.fq	2.0
qgram	class	Taxon counts	RH_S001__insert_270.fq	2.0
qgram	order	Taxon counts	RH_S001__insert_270.fq	2.0
qgram	family	Taxon counts	RH_S001__insert_270.fq	2.0
qgram	genus	Taxon counts	RH_S001__insert_270.fq	2.0
qgram	species	Taxon counts	RH_S001__insert_270.fq	3.0
qgram	strain	Taxon counts	RH_S001__insert_270.fq	3.0
qgram_hash	superkingdom	Bray-Curtis distance	RH_S001__insert_270.fq	0.008775193566979663
qgram_hash	phylum	Bray-Curtis distance	RH_S001__insert_270.fq	0.03212385359372213
qgram_hash	class	Bray-Curtis distance	RH_S001__insert_270.fq	0.03212385359372213
qgram_hash	order	Bray-Curtis distance	RH_S001__insert_270.fq	0.03212385359372213
qgram_hash	family	Bray-Curtis distance	RH_S001__insert_270.fq	0.03212385359372213
qgram_hash	genus	Bray-Curtis distance	RH_S001__insert_270.fq	0.03212385359372213
qgram_hash	species	Bray-Curtis distance	RH_S001__insert_270.fq	0.011752250505485477
qgram_hash	strain	Bray-Curtis distance	RH_S001__insert_270.fq	0.011752250505485473
qgram_hash	superkingdom	Shannon diversity	RH_S001__insert_270.fq	0.5547627021698539
qgram_hash	superkingdom	Shannon equitability	RH_S001__insert_270.fq	0.8003533992906092
qgram_hash	phylum	Shannon diversity	RH_S001__insert_270.fq	0.19220341552228723
qgram_hash	phylum	Shannon equitability	RH_S001__insert_270.fq	0.0
qgram_hash	class	Shannon diversity	RH_S001__insert_270.fq	0.19220341552228723
qgram_hash	class	Shannon equitability	RH_S001__insert_270.fq	0.0
qgram_hash	order	Shannon diversity	RH_S001__insert_270.fq	0.19220341552228723
qgram_hash	order	Shannon equitability	RH_S001__insert_270.fq	0.0
qgram_hash	family	Shannon diversity	RH_S001__insert_270.fq	0.19220341552228723
qgram_hash	family	Shannon equitability	RH_S001__insert_270.fq	0.0
qgram_hash	genus	Shannon diversity	RH_S001__insert_270.fq	0.19220341552228723
qgram_hash	genus	Shannon equitability	RH_S001__insert_270.fq	0.0
qgram_hash	species	Shannon diversity	RH_S001__insert_270.fq	0.5547627021698539
qgram_hash	species	Shannon equitability	RH_S001__insert_270.fq	0.8003533992906092
qgram_hash	strain	Shannon diversity	RH_S001__insert_270.fq	0.5547627021698539
qgram_hash	strain	Shannon equitability	RH_S001__insert_270.fq	0.8003533992906092
qgram_hash	superkingdom	True positives	RH_S001__insert_270.fq	2.0
qgram_hash	superkingdom	False negatives	RH_S001__insert_270.fq	0.0
qgram_hash	superkingdom	False positives	RH_S001__insert_270.fq	0.0
qgram_hash	superkingdom	Completeness	RH_S001__insert_270.fq	1.0
qgram_hash	superkingdom	Purity	RH_S001__insert_270.fq	1.0
qgram_hash	superkingdom	F1 score	RH_S001__insert_270.fq	1.0
qgram_hash	superkingdom	Jaccard index	RH_S001__insert_270.fq	1.0
qgram_hash	phylum	True positives	RH_S001__insert_270.fq	1.0
qgram_hash	phylum	False negatives	RH_S001__insert_270.fq	1.0
qgram_hash	phylum	False positives	RH_S001__insert_270.fq	0.0
qgram_hash	phylum	Completeness	RH_S001__insert_270.fq	0.5
qgram_hash	phylum	Purity	RH_S001__insert_270.fq	1.0
qgram_hash	phylum	F1 score	RH_S001__insert_270.fq	0.6666666666666666
qgram_hash	phylum	Jaccard index	RH_S001__insert_270.fq	0.5
qgram_hash	class	True positives	RH_S001__insert_270.fq	1.0
qgram_hash	class	False negatives	RH_S001__insert_270.fq	1.0
qgram_hash	class	False positives	RH_S001__insert_270.fq	0.0
qgram_hash	class	Completeness	RH_S001__insert_270.fq	0.5
qgram_hash	class	Purity	RH_S001__insert_270.fq	1.0
qgram_hash	class	F1 score	RH_S001__insert_270.fq	0.6666666666666666
qgram_hash	class	Jaccard index	RH_S001__insert_270.fq	0.5
qgram_hash	order	True positives	RH_S001__insert_270.fq	1.0
qgram_hash	order	False negatives	RH_S001__insert_270.fq	1.0
qgram_hash	order	False positives	RH_S001__insert_270.fq	0.0
qgram_hash	order	Completeness	RH_S001__insert_270.fq	0.5
qgram_hash	order	Purity	RH_S001__insert_270.fq	1.0
qgram_hash	order	F1 score	RH_S001__insert_270.fq	0.6666666666666666
qgram_hash	order	Jaccard index	RH_S001__insert_270.fq	0.5
qgram_hash	family	True positives	RH_S001__insert_270.fq	1.0
qgram_hash	family	False negatives	RH_S001__insert_270.fq	1.0
qgram_hash	family	False positives	RH_S001__insert_270.fq	0.0
qgram_hash	family	Completeness	RH_S001__insert_270.fq	0.5
qgram_hash	family	Purity	RH_S001__insert_270.fq	1.0
qgram_hash	family	F1 score	RH_S001__insert_270.fq	0.6666666666666666
qgram_hash	family	Jaccard index	RH_S001__insert_270.fq	0.5
qgram_hash	genus	True positives	RH_S001__insert_270.fq	1.0
qgram_hash	genus	False negatives	RH_S001__insert_270.fq	1.0
qgram_hash	genus	False positives	RH_S001__insert_270.fq	0.0
qgram_hash	genus	Completeness	RH_S001__insert_270.fq	0.5
qgram_hash	genus	Purity	RH_S001__insert_270.fq	1.0
qgram_hash	genus	F1 score	RH_S001__insert_270.fq	0.6666666666666666
qgram_hash	genus	Jaccard index	RH_S001__insert_270.fq	0.5
qgram_hash	species	True positives	RH_S001__insert_270.fq	2.0
qgram_hash	species	False negatives	RH_S001__insert_270.fq	1.0
qgram_hash	species	False positives	RH_S001__insert_270.fq	0.0
qgram_hash	species	Completeness	RH_S001__insert_270.fq	0.6666666666666666
qgram_hash	species	Purity	RH_S001__insert_270.fq	1.0
qgram_hash	species	F1 score	RH_S001__insert_270.fq	0.8
qgram_hash	species	Jaccard index	RH_S001__insert_270.fq	0.6666666666666666
qgram_hash	strain	True positives	RH_S001__insert_270.fq	2.0
qgram_hash	strain	False negatives	RH_S001__insert_270.fq	1.0
qgram_hash	strain	False positives	RH_S001__insert_270.fq	0.0
qgram_hash	strain	Completeness	RH_S001__insert_270.fq	0.6666666666666666
qgram_hash	strain	Purity	RH_S001__insert_270.fq	1.0
qgram_hash	strain	F1 score	RH_S001__insert_270.fq	0.8
qgram_hash	strain	Jaccard index	RH_S001__insert_270.fq	0.6666666666666666
qgram_hash	superkingdom	L1 norm error	RH_S001__insert_270.fq	0.006700500000000007
qgram_hash	phylum	L1 norm error	RH_S001__insert_270.fq	0.004658900000000005
qgram_hash	class	L1 norm error	RH_S001__insert_270.fq	0.004658900000000005
qgram_hash	order	L1 norm error	RH_S001__insert_270.fq	0.004658900000000005
qgram_hash	family	L1 norm error	RH_S001__insert_270.fq	0.004658900000000005
qgram_hash	genus	L1 norm error	RH_S001__insert_270.fq	0.004658900000000005
qgram_hash	species	L1 norm error	RH_S001__insert_270.fq	0.00897370000000001
qgram_hash	strain	L1 norm error	RH_S001__insert_270.fq	0.00897370000000001
qgram_hash	na	Weighted UniFrac error	RH_S001__insert_270.fq	0.0006343829857142852
qgram_hash	na	Unweighted UniFrac error	RH_S001__insert_270.fq	0.48261474269819193
qgram_hash	na	Weighted UniFrac (CAMI)	RH_S001__insert_270.fq	0.1569103411166535
qgram_hash	na	Unweighted UniFrac (CAMI)	RH_S001__insert_270.fq	9.0
qgram_hash	superkingdom	Sum of abundances	RH_S001__insert_270.fq	0.3808219
qgram_hash	phylum	Sum of abundances	RH_S001__insert_270.fq	0.0737075
qgram_hash	class	Sum of abundances	RH_S001__insert_270.fq	0.0737075
qgram_hash	order	Sum of abundances	RH_S001__insert_270.fq	0.0737075
qgram_hash	family	Sum of abundances	RH_S001__insert_270.fq	0.0737075
qgram_hash	genus	Sum of abundances	RH_S001__insert_270.fq	0.0737075
qgram_hash	species	Sum of abundances	RH_S001__insert_270.fq	0.3808219
qgram_hash	strain	Sum of abundances	RH_S001__insert_270.fq	0.3808219
qgram_hash	superkingdom	Taxon counts	RH_S001__insert_270.fq	2.0
qgram_hash	phylum	Taxon counts	RH_S001__insert_270.fq	1.0
qgram_hash	class	Taxon counts	RH_S001__insert_270.fq	1.0
qgram_hash	order	Taxon counts	RH_S001__insert_270.fq	1.0
qgram_hash	family	Taxon counts	RH_S001__insert_270.fq	1.0
qgram_hash	genus	Taxon counts	RH_S001__insert_270.fq	1.0
qgram_hash	species	Taxon counts	RH_S001__insert_270.fq	2.0
qgram_hash	strain	Taxon counts	RH_S001__insert_270.fq	2.0
shd	superkingdom	Bray-Curtis distance	RH_S001__insert_270.fq	0.3386101188868039
shd	phylum	Bray-Curtis distance	RH_S001__insert_270.fq	0.35712878983206614
shd	class	Bray-Curtis distance	RH_S001__insert_270.fq	0.35712878983206614
shd	order	Bray-Curtis distance	RH_S001__insert_270.fq	0.35712878983206614
shd	family	Bray-Curtis distance	RH_S001__insert_270.fq	0.35712878983206614
shd	genus	Bray-Curtis distance	RH_S001__insert_270.fq	0.35712878983206614
shd	species	Bray-Curtis distance	RH_S001__insert_270.fq	0.3386101188868038
shd	strain	Bray-Curtis distance	RH_S001__insert_270.fq	0.33861011888680387
shd	superkingdom	Shannon diversity	RH_S001__insert_270.fq	0.4037086181703218
shd	superkingdom	Shannon equitability	RH_S001__insert_270.fq	0.5824284213984593
shd	phylum	Shannon diversity	RH_S001__insert_270.fq	0.11889460777749905
shd	phylum	Shannon equitability	RH_S001__insert_270.fq	0.17152866102903627
shd	class	Shannon diversity	RH_S001__insert_270.fq	0.11889460777749905
shd	class	Shannon equitability	RH_S001__insert_270.fq	0.17152866102903627
shd	order	Shannon diversity	RH_S001__insert_270.fq	0.11889460777749905
shd	order	Shannon equitability	RH_S001__insert_270.fq	0.17152866102903627
shd	family	Shannon diversity	RH_S001__insert_270.fq	0.11889460777749905
shd	family	Shannon equitability	RH_S001__insert_270.fq	0.17152866102903627
shd	genus	Shannon diversity	RH_S001__insert_270.fq	0.11889460777749905
shd	genus	Shannon equitability	RH_S001__insert_270.fq	0.17152866102903627
shd	species	Shannon diversity	RH_S001__insert_270.fq	0.40814824661470595
shd	species	Shannon equitability	RH_S001__insert_270.fq	0.3715125443476696
shd	strain	Shannon diversity	RH_S001__insert_270.fq	0.40814824661470595
shd	strain	Shannon equitability	RH_S001__insert_270.fq	0.3715125443476696
shd	superkingdom	True positives	RH_S001__insert_270.fq	2.0
shd	superkingdom	False negatives	RH_S001__insert_270.fq	0.0
shd	superkingdom	False positives	RH_S001__insert_270.fq	0.0
shd	superkingdom	Completeness	RH_S001__insert_270.fq	1.0
shd	superkingdom	Purity	RH_S001__insert_270.fq	1.0
shd	superkingdom	F1 score	RH_S001__insert_270.fq	1.0
shd	superkingdom	Jaccard index	RH_S001__insert_270.fq	1.0
shd	phylum	True positives	RH_S001__insert_270.fq	2.0
shd	phylum	False negatives	RH_S001__insert_270.fq	0.0
shd	phylum	False positives	RH_S001__insert_270.fq	0.0
shd	phylum	Completeness	RH_S001__insert_270.fq	1.0
shd	phylum	Purity	RH_S001__insert_270.fq	1.0
shd	phylum	F1 score	RH_S001__insert_270.fq	1.0
shd	phylum	Jaccard index	RH_S001__insert_270.fq	1.0
shd	class	True positives	RH_S001__insert_270.fq	2.0
shd	class	False negatives	RH_S001__insert_270.fq	0.0
shd	class	False positives	RH_S001__insert_270.fq	0.0
shd	class	Completeness	RH_S001__insert_270.fq	1.0
shd	class	Purity	RH_S001__insert_270.fq	1.0
shd	class	F1 score	RH_S001__insert_270.fq	1.0
shd	class	Jaccard index	RH_S001__insert_270.fq	1.0
shd	order	True positives	RH_S001__insert_270.fq	2.0
shd	order	False negatives	RH_S001__insert_270.fq	0.0
shd	order	False positives	RH_S001__insert_270.fq	0.0
shd	order	Completeness	RH_S001__insert_270.fq	1.0
shd	order	Purity	RH_S001__insert_270.fq	1.0
shd	order	F1 score	RH_S001__insert_270.fq	1.0
shd	order	Jaccard index	RH_S001__insert_270.fq	1.0
shd	family	True positives	RH_S001__insert_270.fq	2.0
shd	family	False negatives	RH_S001__insert_270.fq	0.0
shd	family	False positives	RH_S001__insert_270.fq	0.0
shd	family	Completeness	RH_S001__insert_270.fq	1.0
shd	family	Purity	RH_S001__insert_270.fq	1.0
shd	family	F1 score	RH_S001__insert_270.fq	1.0
shd	family	Jaccard index	RH_S001__insert_270.fq	1.0
shd	genus	True positives	RH_S001__insert_270.fq	2.0
shd	genus	False negatives	RH_S001__insert_270.fq	0.0
shd	genus	False positives	RH_S001__insert_270.fq	0.0
shd	genus	Completeness	RH_S001__insert_270.fq	1.0
shd	genus	Purity	RH_S001__insert_270.fq	1.0
shd	genus	F1 score	RH_S001__insert_270.fq	1.0
shd	genus	Jaccard index	RH_S001__insert_270.fq	1.0
shd	species	True positives	RH_S001__insert_270.fq	3.0
shd	species	False negatives	RH_S001__insert_270.fq	0.0
shd	species	False positives	RH_S001__insert_270.fq	0.0
shd	species	Completeness	RH_S001__insert_270.fq	1.0
shd	species	Purity	RH_S001__insert_270.fq	1.0
shd	species	F1 score	RH_S001__insert_270.fq	1.0
shd	species	Jaccard index	RH_S001__insert_270.fq	1.0
shd	strain	True positives	RH_S001__insert_270.fq	3.0
shd	strain	False negatives	RH_S001__insert_270.fq	0.0
shd	strain	False positives	RH_S001__insert_270.fq	0.0
shd	strain	Completeness	RH_S001__insert_270.fq	1.0
shd	strain	Purity	RH_S001__insert_270.fq	1.0
shd	strain	F1 score	RH_S001__insert_270.fq	1.0
shd	strain	Jaccard index	RH_S001__insert_270.fq	1.0
shd	superkingdom	L1 norm error	RH_S001__insert_270.fq	0.19363870000000002
shd	phylum	L1 norm error	RH_S001__insert_270.fq	0.0375367
shd	class	L1 norm error	RH_S001__insert_270.fq	0.0375367
shd	order	L1 norm error	RH_S001__insert_270.fq	0.0375367
shd	family	L1 norm error	RH_S001__insert_270.fq	0.0375367
shd	genus	L1 norm error	RH_S001__insert_270.fq	0.0375367
shd	species	L1 norm error	RH_S001__insert_270.fq	0.1936387
shd	strain	L1 norm error	RH_S001__insert_270.fq	0.1936387
shd	na	Weighted UniFrac error	RH_S001__insert_270.fq	0.01199737695714286
shd	na	Unweighted UniFrac error	RH_S001__insert_270.fq	0.12980992118683357
shd	na	Weighted UniFrac (CAMI)	RH_S001__insert_270.fq	0.1540951950514213
shd	na	Unweighted UniFrac (CAMI)	RH_S001__insert_270.fq	1.0
shd	superkingdom	Sum of abundances	RH_S001__insert_270.fq	0.1891123
shd	phylum	Sum of abundances	RH_S001__insert_270.fq	0.0337851
shd	class	Sum of abundances	RH_S001__insert_270.fq	0.0337851
shd	order	Sum of abundances	RH_S001__insert_270.fq	0.0337851
shd	family	Sum of abundances	RH_S001__insert_270.fq	0.0337851
shd	genus	Sum of abundances	RH_S001__insert_270.fq	0.0337851
shd	species	Sum of abundances	RH_S001__insert_270.fq	0.1891123
shd	strain	Sum of abundances	RH_S001__insert_270.fq	0.1891123
shd	superkingdom	Taxon counts	RH_S001__insert_270.fq	2.0
shd	phylum	Taxon counts	RH_S001__insert_270.fq	2.0
shd	class	Taxon counts	RH_S001__insert_270.fq	2.0
shd	order	Taxon counts	RH_S001__insert_270.fq	2.0
shd	family	Taxon counts	RH_S001__insert_270.fq	2.0
shd	genus	Taxon counts	RH_S001__insert_270.fq	2.0
shd	species	Taxon counts	RH_S001__insert_270.fq	3.0
shd	strain	Taxon counts	RH_S001__insert_270.fq	3.0
shouji	superkingdom	Bray-Curtis distance	RH_S001__insert_270.fq	0.42343078090826364
shouji	phylum	Bray-Curtis distance	RH_S001__insert_270.fq	0.39355506816660885
shouji	class	Bray-Curtis distance	RH_S001__insert_270.fq	0.39355506816660885
shouji	order	Bray-Curtis distance	RH_S001__insert_270.fq	0.39355506816660885
shouji	family	Bray-Curtis distance	RH_S001__insert_270.fq	0.39355506816660885
shouji	genus	Bray-Curtis distance	RH_S001__insert_270.fq	0.39355506816660885
shouji	species	Bray-Curtis distance	RH_S001__insert_270.fq	0.42343078090826364
shouji	strain	Bray-Curtis distance	RH_S001__insert_270.fq	0.42343078090826364
shouji	superkingdom	Shannon diversity	RH_S001__insert_270.fq	0.36662450519725015
shouji	superkingdom	Shannon equitability	RH_S001__insert_270.fq	0.5289273555164428
shouji	phylum	Shannon diversity	RH_S001__insert_270.fq	0.11016856145804939
shouji	phylum	Shannon equitability	RH_S001__insert_270.fq	0.15893963727739885
shouji	class	Shannon diversity	RH_S001__insert_270.fq	0.11016856145804939
shouji	class	Shannon equitability	RH_S001__insert_270.fq	0.15893963727739885
shouji	order	Shannon diversity	RH_S001__insert_270.fq	0.11016856145804939
shouji	order	Shannon equitability	RH_S001__insert_270.fq	0.15893963727739885
shouji	family	Shannon diversity	RH_S001__insert_270.fq	0.11016856145804939
shouji	family	Shannon equitability	RH_S001__insert_270.fq	0.15893963727739885
shouji	genus	Shannon diversity	RH_S001__insert_270.fq	0.11016856145804939
shouji	genus	Shannon equitability	RH_S001__insert_270.fq	0.15893963727739885
shouji	species	Shannon diversity	RH_S001__insert_270.fq	0.3690130182042294
